type,amount,nameOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,1728.6,C2094687882,M1945514429,0.0,0.0,0
CASH_IN,214889.45,C522314421,C866665145,568001.87,353112.42,0
CASH_OUT,276213.03,C34895488,C1888267771,11422.59,287635.61,0
CASH_OUT,21859.86,C147918095,C1273645677,0.0,21859.86,1
TRANSFER,2514878.33,C1985672054,C1670823514,0.0,0.0,1
TRANSFER,633459.44,C1624078570,C1413803153,0.0,0.0,1
CASH_IN,144144.23,C1400695164,C358693108,730676.06,586531.83,0
TRANSFER,56758.99,C11449936,C1766163791,277665.21,334424.21,0
CASH_OUT,372666.18,C1766080356,C390306411,733219.42,1105885.6,0
CASH_OUT,56517.37,C2046050262,C1102636619,0.0,56517.37,1
PAYMENT,19151.69,C1395439438,M2012743861,0.0,0.0,0
CASH_OUT,62733.43,C161540347,C1869788123,0.0,62733.43,0
PAYMENT,7143.24,C2074357166,M1031045052,0.0,0.0,0
TRANSFER,380712.26,C454674414,C792336546,267520.96,648233.22,0
PAYMENT,6932.3,C1628558445,M1719278354,0.0,0.0,0
PAYMENT,13784.28,C1505844276,M1502352947,0.0,0.0,0
CASH_OUT,1082200.06,C736248524,C1386066751,0.0,1082200.06,1
CASH_OUT,143421.88,C2038204815,C954375415,196851.17,340273.04,0
CASH_OUT,166323.01,C1095268826,C1721762273,0.0,166323.01,1
PAYMENT,5538.24,C505180150,M2094850551,0.0,0.0,0
PAYMENT,287.55,C93104690,M415354565,0.0,0.0,0
PAYMENT,83128.22,C143035595,M1711242976,0.0,0.0,0
CASH_OUT,76469.08,C586797500,C270187260,1403751.28,1480220.36,0
CASH_IN,435326.98,C939755846,C1344143266,1158263.13,722936.15,0
CASH_OUT,115461.48,C1329935528,C1434520582,21619.28,137080.75,1
CASH_IN,620839.2,C1252433750,C1817196342,1243546.43,622707.23,0
CASH_OUT,476581.38,C1444825709,C1732284805,0.0,476581.38,0
CASH_OUT,17277.28,C1200000161,C1431128150,808479.24,825756.52,0
CASH_OUT,424235.76,C1468732744,C1425994294,597381.4,1021617.16,0
PAYMENT,2040.01,C1455031297,M150632416,0.0,0.0,0
CASH_OUT,41001.08,C1803077565,C647012170,4114857.75,4155858.83,0
CASH_IN,161548.11,C1069287023,C1613312143,1373573.99,1212025.87,0
CASH_OUT,20744.89,C1599226468,C457880796,6372157.97,6392902.86,0
TRANSFER,2185501.02,C724340366,C1774234650,664149.09,2849650.11,0
PAYMENT,1636.28,C1085172297,M1588201399,0.0,0.0,0
CASH_OUT,265396.16,C954747701,C587792257,10710766.39,10976162.55,0
TRANSFER,2694857.26,C2100014537,C973050515,0.0,0.0,1
CASH_OUT,394388.09,C1802030448,C707965723,1260564.49,1654952.58,1
CASH_OUT,106596.14,C1914252459,C107263754,0.0,106596.14,1
CASH_IN,63763.12,C2146028609,C1132984190,491394.01,427630.89,0
PAYMENT,20252.16,C683522144,M1246817353,0.0,0.0,0
PAYMENT,28906.31,C930226743,M496373252,0.0,0.0,0
TRANSFER,6480833.6,C2112793693,C584680407,7703153.0,14183986.6,0
PAYMENT,1479.34,C1757254780,M2145603906,0.0,0.0,0
TRANSFER,176007.37,C1086380273,C1708357030,0.0,0.0,1
CASH_OUT,69002.8,C792518685,C800511320,575167.2,644169.99,0
PAYMENT,8190.51,C1190612195,M1810760537,0.0,0.0,0
CASH_OUT,128426.58,C742996578,C11731793,0.0,128426.58,1
TRANSFER,4152987.1,C1273725199,C357948041,0.0,0.0,1
CASH_IN,342604.54,C1089691698,C872575168,458924.99,116320.45,0
PAYMENT,2378.01,C1189616004,M307257852,0.0,0.0,0
CASH_OUT,90303.03,C665281024,C633889017,557103.88,647406.92,0
CASH_OUT,137268.72,C2046586266,C1525147099,778476.98,915745.71,0
TRANSFER,1057053.6,C625119726,C1881816007,0.0,0.0,1
PAYMENT,6981.8,C181255075,M311943365,0.0,0.0,0
CASH_IN,295580.57,C1255776470,C527400154,926934.63,631354.06,0
CASH_OUT,32830.82,C419928675,C1441346969,1064994.15,1097824.97,1
CASH_OUT,803441.31,C904630616,C1135595077,1006726.81,1810168.11,1
PAYMENT,22723.24,C1489492026,M1830407819,0.0,0.0,0
PAYMENT,5333.78,C1392412818,M1167669280,0.0,0.0,0
TRANSFER,949979.11,C1093983453,C1655127778,0.0,0.0,1
CASH_OUT,921894.19,C1069707218,C1691436572,523285.83,1445180.02,1
CASH_OUT,633610.66,C382898342,C1625958226,0.0,633610.66,1
TRANSFER,1330802.24,C171693930,C678151847,0.0,0.0,1
CASH_OUT,4993938.87,C1437493877,C489326905,743498.25,5737437.12,1
PAYMENT,4085.3,C1075966053,M689843375,0.0,0.0,0
CASH_OUT,692743.57,C1891204803,C1400173995,0.0,692743.57,1
CASH_OUT,28871.9,C475065631,C1078858029,500205.51,529077.41,1
TRANSFER,2175288.9,C2058960648,C413773455,0.0,0.0,1
CASH_OUT,144254.93,C1758075827,C359739038,128529.95,272784.88,1
TRANSFER,383181.14,C1490333208,C499733038,4363775.78,4746956.92,0
TRANSFER,262678.53,C678590002,C1721123505,0.0,0.0,1
TRANSFER,739309.85,C114167300,C1595528174,989694.47,1729004.32,0
TRANSFER,2068313.94,C1024321064,C285826944,0.0,0.0,1
CASH_OUT,144731.73,C1044513187,C389065516,1259174.4,1403906.14,1
CASH_OUT,100403.62,C498601564,C731649450,302550.65,252838.66,0
CASH_OUT,641055.41,C485578187,C954935590,585479.4,557663.98,0
CASH_OUT,32733.43,C1713593836,C1707908238,0.0,32733.43,1
CASH_OUT,241781.7,C1864966077,C1227790476,1130342.4,1372124.11,0
CASH_OUT,116258.13,C1834110418,C1612371530,1174291.42,1290549.55,0
TRANSFER,918577.14,C1706936446,C1151168908,1085514.72,2004091.86,0
CASH_OUT,221999.0,C435299571,C243133548,0.0,221999.0,0
CASH_OUT,580387.06,C44130095,C836633488,1624593.89,2204980.95,1
PAYMENT,4370.84,C494491726,M1001686003,0.0,0.0,0
CASH_OUT,190662.7,C1867694951,C114310836,309903.6,500566.3,1
PAYMENT,3395.54,C499107526,M1653624182,0.0,0.0,0
CASH_IN,136937.14,C1391591538,C728824267,1015552.24,878615.11,0
TRANSFER,195562.98,C2030633531,C1537336209,0.0,0.0,1
CASH_OUT,504828.74,C256759721,C1348967511,1331359.02,1836187.76,0
CASH_OUT,8607089.62,C432288416,C333863007,457121.57,9064211.19,1
PAYMENT,25506.84,C1770508190,M2058857269,0.0,0.0,0
CASH_OUT,2319926.01,C1629072698,C1470265305,843706.68,3163632.69,1
CASH_OUT,2391612.36,C2115055382,C1884304223,7064207.13,9455819.49,1
CASH_OUT,106271.05,C706300909,C441470526,389201.88,495472.93,0
CASH_IN,242571.43,C1788379559,C675450714,20484.14,0.0,0
CASH_OUT,306675.37,C78926936,C3029667,3566083.7,3872759.07,1
TRANSFER,204030.2,C1112249638,C1562672245,0.0,0.0,1
CASH_OUT,373531.87,C1957456794,C895220334,77985.49,451517.36,1
CASH_OUT,56706.52,C1580271846,C1316168429,3808181.69,3864888.22,0
CASH_OUT,186375.38,C1299679751,C936929482,427950.92,614326.3,1
TRANSFER,37831.15,C1162461767,C1883074444,0.0,0.0,1
CASH_OUT,501201.86,C1034618879,C1633440420,51213.46,552415.32,0
CASH_OUT,2641674.43,C1787722017,C837578141,0.0,2641674.43,1
CASH_OUT,1168274.14,C383746092,C794646915,0.0,1168274.14,1
CASH_OUT,6910926.92,C1401275229,C50368712,2645322.19,9556249.11,1
TRANSFER,8999.56,C634089015,C1337869699,0.0,0.0,1
PAYMENT,3981.73,C1983669161,M1884523201,0.0,0.0,0
CASH_OUT,336917.97,C927102285,C1526518047,229355.59,566273.55,1
CASH_OUT,1576874.04,C1029506944,C1873712086,0.0,1576874.04,1
CASH_OUT,285015.66,C369845306,C175416879,0.0,285015.66,0
TRANSFER,2310843.66,C860216001,C729712006,325076.71,2635920.38,0
CASH_OUT,129058.09,C802476451,C792650255,28312080.29,28441138.38,0
PAYMENT,4299.51,C1991152009,M1798656785,0.0,0.0,0
CASH_OUT,1764389.11,C1297057320,C2133001459,7116057.41,8880446.51,1
CASH_IN,116758.32,C2074232991,C294147823,1164343.96,1047585.64,0
CASH_IN,169797.11,C1020480728,C271215750,2347963.83,2178166.72,0
CASH_OUT,2873536.01,C1711657295,C144852879,0.0,2873536.01,1
PAYMENT,11897.56,C860534483,M315260532,0.0,0.0,0
CASH_IN,59142.72,C492927829,C742260091,1258304.99,1199162.27,0
PAYMENT,12624.03,C544871693,M1504122431,0.0,0.0,0
PAYMENT,2759.92,C947160109,M1439027020,0.0,0.0,0
TRANSFER,1827209.07,C428683989,C1156605990,0.0,0.0,1
TRANSFER,342309.91,C662184778,C1740503020,0.0,0.0,1
PAYMENT,1687.61,C507301608,M755873803,0.0,0.0,0
PAYMENT,8837.46,C1751450468,M1303871206,0.0,0.0,0
PAYMENT,2141.69,C541403856,M2020011792,0.0,0.0,0
CASH_IN,333916.56,C410319030,C1753931364,546490.7,212574.14,0
TRANSFER,3738574.9,C1811872528,C546465873,0.0,0.0,1
CASH_OUT,116974.87,C723208527,C2063324566,735380.64,852355.51,1
CASH_OUT,618270.9,C1842567543,C211836732,92291.02,710561.92,1
CASH_OUT,181545.14,C1305964333,C1072558316,2357597.32,2539142.46,1
CASH_OUT,2253811.33,C1631859649,C526945673,0.0,2253811.33,1
PAYMENT,15231.08,C546364836,M775569982,0.0,0.0,0
CASH_OUT,797710.8,C853913532,C721674315,49988.57,847699.37,1
TRANSFER,703135.43,C641091675,C1483704749,0.0,0.0,1
CASH_IN,329377.9,C727642450,C378718443,596053.91,266676.01,0
PAYMENT,1435.22,C1565645983,M278941303,0.0,0.0,0
CASH_IN,383482.22,C421909730,C1819387783,615326.26,231844.04,0
CASH_IN,182665.93,C1308822071,C1066718190,1173980.8,991314.87,0
CASH_IN,152351.25,C759534793,C2087729818,154831.04,2479.79,0
PAYMENT,35456.22,C835293075,M473229260,0.0,0.0,0
PAYMENT,12832.83,C806086904,M1632153317,0.0,0.0,0
CASH_OUT,258355.42,C1113162093,C797688696,25176.67,283532.09,1
PAYMENT,7462.76,C1734010586,M141203792,0.0,0.0,0
CASH_OUT,169126.95,C119533504,C1830622921,1193977.9,1363104.84,0
CASH_IN,113556.38,C469619965,C2021439663,750929.41,637373.03,0
CASH_OUT,237776.02,C598482992,C1388784349,102969.39,340745.41,1
CASH_OUT,1205.63,C1838635553,C1931397974,74666.13,75871.77,0
CASH_IN,59534.96,C1399610138,C1128848873,0.0,0.0,0
TRANSFER,9065.34,C1117911944,C1052869730,0.0,0.0,1
PAYMENT,159.56,C1953295582,M1224052223,0.0,0.0,0
PAYMENT,24595.11,C278980012,M130139449,0.0,0.0,0
PAYMENT,3217.33,C236187772,M1258381009,0.0,0.0,0
CASH_OUT,163302.13,C1083982843,C1001120910,442747.73,606049.86,0
TRANSFER,933225.92,C1924443665,C1599654410,20661.72,953887.64,0
CASH_IN,240545.37,C131435417,C188246551,10130908.78,10169639.0,0
CASH_OUT,451647.9,C1352050164,C894250830,562994.1,1014642.0,0
CASH_OUT,12944.19,C2021657205,C1583717256,0.0,12944.19,0
CASH_OUT,143664.99,C238951568,C1846962795,1245272.69,1388937.68,0
CASH_OUT,136638.03,C355056099,C1414516782,584174.35,720812.39,0
TRANSFER,146410.74,C1651564456,C191808857,418613.57,565024.31,0
CASH_IN,192113.91,C1054191959,C1002197823,1659462.02,1467348.1,0
CASH_OUT,1082308.05,C1573791290,C634269340,13646872.52,14729180.57,1
PAYMENT,9408.75,C513048341,M90972012,0.0,0.0,0
PAYMENT,6413.36,C1123296760,M1680333030,0.0,0.0,0
CASH_OUT,84737.49,C628952337,C480346098,160001.3,244738.79,0
TRANSFER,189129.11,C353795215,C986807533,383633.99,572763.1,0
TRANSFER,22025.14,C1423921623,C1580835462,0.0,0.0,1
PAYMENT,9854.44,C1235777339,M889237296,0.0,0.0,0
PAYMENT,30043.52,C1904034115,M1362511001,0.0,0.0,0
PAYMENT,69651.88,C847299211,M1991121405,0.0,0.0,0
CASH_IN,341547.55,C1687498868,C194426218,0.0,0.0,0
TRANSFER,1895183.61,C955825848,C229447193,2002190.88,3897374.49,0
CASH_OUT,53877.52,C42543775,C2110388117,451010.19,504887.71,0
TRANSFER,256417.06,C383197535,C316531144,0.0,0.0,1
PAYMENT,15350.43,C1453179807,M1699336058,0.0,0.0,0
TRANSFER,226402.77,C1176671535,C385619809,0.0,0.0,1
CASH_OUT,0.0,C69493310,C719711728,2921531.34,2921531.34,1
PAYMENT,1356.07,C1479861888,M1493901818,0.0,0.0,0
PAYMENT,4359.28,C1457743388,M872725754,0.0,0.0,0
TRANSFER,9228514.1,C920327149,C118210084,0.0,0.0,1
PAYMENT,20739.18,C908703159,M807600415,0.0,0.0,0
TRANSFER,543353.24,C229870455,C570604691,780724.3,1324077.54,0
CASH_OUT,10000000.0,C1723333662,C1093911640,261802.02,10261802.02,1
TRANSFER,127916.67,C1684685440,C98246115,0.0,0.0,1
TRANSFER,1503034.86,C1190914474,C984823123,0.0,0.0,1
PAYMENT,8530.83,C815116728,M2037619846,0.0,0.0,0
DEBIT,212.64,C693982264,C1875678317,1786354.19,1786566.83,0
CASH_OUT,197289.27,C2049364183,C1765130447,72325.56,269614.84,0
CASH_OUT,438224.6,C1238831225,C296924123,320697.46,758922.05,1
CASH_IN,65860.84,C1731845667,C51440207,92718.64,26857.81,0
PAYMENT,21278.97,C1621531261,M820973674,0.0,0.0,0
PAYMENT,37336.74,C891415459,M577531787,0.0,0.0,0
TRANSFER,466218.08,C723093483,C1437715288,0.0,0.0,1
CASH_OUT,37394.15,C534886270,C998024073,281667.87,319062.02,1
CASH_OUT,266560.39,C385216635,C2121528564,98551.32,365111.71,0
TRANSFER,241665.39,C542855053,C1490450007,538640.71,780306.1,0
CASH_OUT,84656.11,C1464791953,C2098820247,235934.64,320590.74,0
CASH_OUT,101903.69,C612571830,C544677509,280117.63,382021.32,1
CASH_OUT,403.56,C1790729382,C1460854172,1124708.32,1125111.88,1
CASH_OUT,80336.26,C353864059,C1614002378,7378477.13,7458813.39,1
PAYMENT,41058.87,C554623246,M173986701,0.0,0.0,0
CASH_OUT,268412.44,C1472501377,C1343697255,1340262.13,1608674.57,0
PAYMENT,5569.26,C1262346525,M1434290259,0.0,0.0,0
PAYMENT,42835.76,C534757639,M1896409987,0.0,0.0,0
TRANSFER,2740879.15,C1775580519,C2136505452,0.0,0.0,1
CASH_IN,15632.21,C237926997,C47232801,263700.36,248068.15,0
CASH_IN,283803.34,C1855364228,C612423455,528626.22,244822.88,0
TRANSFER,1016540.35,C638438531,C2146216948,0.0,0.0,1
PAYMENT,16194.41,C1164769709,M1128563626,0.0,0.0,0
PAYMENT,33011.49,C1351173901,M2051188682,0.0,0.0,0
CASH_OUT,878034.02,C2043903762,C1460468335,1531593.58,2409627.6,1
TRANSFER,95267.81,C909629490,C967833136,0.0,0.0,1
CASH_IN,47184.44,C1465635818,C1984266814,388340.92,341156.48,0
TRANSFER,353090.95,C1206624869,C1470734212,0.0,0.0,1
TRANSFER,957432.32,C1415925120,C1578069849,0.0,0.0,1
TRANSFER,175203.45,C905679615,C572787442,0.0,0.0,1
CASH_OUT,272887.49,C276178543,C1617016007,160383.52,433271.01,0
TRANSFER,412668.39,C1136118351,C296079246,0.0,0.0,1
PAYMENT,841.3,C1111634850,M692054726,0.0,0.0,0
CASH_OUT,104005.33,C1771473513,C1460579150,3954231.9,4058237.23,0
TRANSFER,1261752.82,C1406156530,C1453626255,6613320.28,7875073.1,0
CASH_OUT,26116.27,C391826413,C413400814,3790246.1,3707332.34,0
TRANSFER,1864022.05,C1076727002,C192399554,0.0,149522.78,1
TRANSFER,886592.76,C1027885522,C201404620,0.0,0.0,1
CASH_OUT,40611.22,C1617773163,C478307499,0.0,40611.22,1
PAYMENT,934.83,C1122481174,M594411360,0.0,0.0,0
PAYMENT,10534.73,C492354728,M1231398247,0.0,0.0,0
CASH_OUT,10000000.0,C99979309,C427067936,5859505.54,15859505.54,1
CASH_OUT,1312947.27,C604508292,C1345805735,251046.58,1563993.85,1
CASH_OUT,131702.71,C1241818779,C389059926,2914644.56,3046347.27,0
PAYMENT,2336.36,C1028021031,M626022585,0.0,0.0,0
TRANSFER,757401.17,C1666463785,C1703328404,0.0,0.0,1
CASH_OUT,248242.32,C120655142,C670432443,8007.84,256250.16,1
PAYMENT,57181.14,C421693223,M988437049,0.0,0.0,0
CASH_OUT,257912.94,C1918251076,C354864191,1967111.22,2062662.34,0
TRANSFER,281023.82,C1500797086,C1892705319,0.0,0.0,1
TRANSFER,536624.41,C1035541766,C1100697970,0.0,0.0,1
CASH_OUT,35597.84,C1181047823,C2099736668,135998.08,171595.92,0
CASH_OUT,382109.8,C285065303,C2080806879,428319.65,810429.45,0
CASH_OUT,46684.45,C1760773706,C1148770240,1901555.81,1948240.26,0
PAYMENT,22806.74,C394611472,M1853199163,0.0,0.0,0
CASH_OUT,326052.83,C1348697498,C499332323,0.0,326052.83,1
TRANSFER,10000000.0,C884104189,C1648566106,0.0,0.0,1
CASH_IN,228389.56,C675429366,C985281355,2097648.32,1869258.76,0
CASH_OUT,299663.8,C923212894,C458716302,1256643.99,1336518.09,0
TRANSFER,627817.26,C1467886062,C666569070,2717954.74,3180583.8,0
CASH_OUT,37357.32,C784559856,C763260175,0.0,37357.32,1
CASH_OUT,2329379.8,C2098207513,C1426455605,53551.16,2382930.96,1
CASH_OUT,13421.28,C1266869176,C1420115027,218083.06,231504.35,1
CASH_OUT,191975.09,C1688890868,C954070832,3054206.75,3246181.84,0
CASH_OUT,347893.16,C238168336,C1904688635,0.0,347893.16,1
PAYMENT,7550.19,C841923198,M242611790,0.0,0.0,0
TRANSFER,237776.02,C1229699193,C198915551,0.0,0.0,1
CASH_OUT,10198.69,C1029847549,C590370240,34641.31,44840.0,0
CASH_IN,113513.18,C1803666467,C1505711207,11090680.69,10977167.51,0
CASH_OUT,160296.55,C665302161,C274241270,2195257.38,2355553.93,1
PAYMENT,4239.9,C1608651314,M89176439,0.0,0.0,0
CASH_OUT,688473.32,C1476270190,C83742367,47171.96,735645.29,1
TRANSFER,4841332.26,C794947414,C1309662059,0.0,0.0,1
CASH_OUT,35259.34,C629265815,C841243722,985298.58,1020557.92,0
CASH_OUT,396698.32,C83915692,C104945787,44711.42,441409.74,0
TRANSFER,774761.84,C475202972,C843619874,0.0,0.0,1
CASH_OUT,2754759.04,C711547506,C679271363,0.0,2754759.04,1
TRANSFER,1240953.11,C147189899,C842594505,1500934.63,2741887.74,0
CASH_OUT,1340263.67,C147611805,C1596756534,371963.94,1712227.61,1
TRANSFER,383261.31,C1152113691,C146481580,1819857.23,2203118.53,0
TRANSFER,5963850.34,C1131453044,C191560026,0.0,0.0,1
CASH_OUT,93461.94,C355913259,C1788910149,451454.94,544916.88,0
CASH_OUT,19729.68,C1979477621,C1623524019,0.0,19729.68,1
CASH_IN,76475.11,C1217124500,C1358582124,80450.36,3975.25,0
CASH_OUT,571257.35,C762167640,C1359957449,2756290.6,3327547.95,0
PAYMENT,1651.21,C1272877931,M902981587,0.0,0.0,0
TRANSFER,2241630.36,C972876081,C950017248,0.0,0.0,1
CASH_IN,15677.85,C569695933,C1931100443,222757.73,207079.88,0
PAYMENT,3581.44,C1389491160,M7510619,0.0,0.0,0
CASH_OUT,253605.01,C2102672955,C1375192720,767536.19,1021141.2,0
TRANSFER,717046.74,C1732292791,C1402438091,0.0,0.0,1
TRANSFER,1766811.07,C1707046857,C1057271588,0.0,0.0,1
CASH_OUT,124566.17,C1293137696,C1153577641,33403652.82,33528218.99,0
CASH_IN,533267.22,C1246263196,C1183622399,5907821.01,5374553.79,0
CASH_OUT,82210.57,C348736766,C378358322,860844.98,943055.55,0
CASH_IN,290302.89,C1364869565,C2136958416,0.0,0.0,0
TRANSFER,936976.86,C415681195,C243023678,0.0,0.0,1
CASH_OUT,540438.28,C596432329,C1518961561,6131836.01,6672274.29,0
PAYMENT,11948.19,C1501542222,M180270930,0.0,0.0,0
TRANSFER,71511.19,C5272295,C1553362573,0.0,0.0,1
CASH_OUT,1032168.79,C1659569966,C1072956803,805209.56,1837378.34,1
CASH_IN,37036.42,C1245057011,C1525976973,239982.78,202946.36,0
CASH_IN,50789.07,C771925213,C1393373252,145437.27,94648.2,0
PAYMENT,9847.72,C1549323013,M986902662,0.0,0.0,0
TRANSFER,98533.36,C158107146,C1790666216,0.0,0.0,1
TRANSFER,56013.0,C1536825643,C892318279,0.0,0.0,1
CASH_OUT,145359.59,C420463805,C1805647365,2300463.92,2445823.5,0
CASH_OUT,34162.97,C602497337,C1662459013,0.0,34162.97,1
CASH_IN,546010.4,C1531199715,C2112333651,6476.94,0.0,0
PAYMENT,11539.09,C367983974,M652993360,0.0,0.0,0
CASH_OUT,113371.24,C579617560,C1402725109,0.0,113371.24,0
CASH_OUT,27117.61,C228342920,C600292621,0.0,27117.61,0
CASH_OUT,103949.5,C259198981,C837253504,0.0,103949.5,1
CASH_OUT,468446.77,C1527065781,C1620993935,0.0,468446.77,1
CASH_OUT,239481.84,C580076233,C1479580266,744519.87,984001.72,0
CASH_OUT,9467.62,C1782679306,C1503937071,92573.18,102040.81,1
TRANSFER,2352524.18,C1498028072,C70360442,0.0,0.0,1
CASH_IN,96369.68,C1650134040,C460360843,185397.35,89027.67,0
CASH_OUT,222225.77,C165670578,C828747646,0.0,222225.77,0
CASH_OUT,125191.71,C957230481,C1972228385,656402.07,781593.78,0
CASH_OUT,243851.27,C1786797787,C1445434917,242793.64,486644.91,0
PAYMENT,7977.11,C566687462,M1160479377,0.0,0.0,0
CASH_OUT,200331.84,C223420613,C1083962448,1907674.25,2108006.09,0
TRANSFER,2666139.51,C18505575,C140141487,0.0,0.0,1
CASH_OUT,1195842.37,C1374040436,C245564009,0.0,1195842.37,1
CASH_OUT,52252.05,C1922557774,C927755847,139893.13,23067.61,0
CASH_OUT,497928.97,C881548240,C1750630273,4112129.55,4610058.51,1
PAYMENT,555.0,C1384599721,M515364182,0.0,0.0,0
TRANSFER,134293.12,C1081458588,C633958769,0.0,0.0,1
TRANSFER,370807.87,C888840832,C2147130192,1387790.08,1758597.95,0
CASH_OUT,10000000.0,C1868631555,C1100933050,0.0,10000000.0,1
CASH_OUT,88267.16,C411448033,C933418781,744066.82,832333.98,0
CASH_IN,289309.49,C1369123734,C1797742893,359242.45,69932.96,0
PAYMENT,4753.18,C511442191,M1342139332,0.0,0.0,0
CASH_OUT,1503297.45,C841492640,C820061836,2521233.1,4024530.55,1
CASH_OUT,152042.16,C1395896953,C45672156,710428.02,862470.18,1
CASH_IN,51017.4,C45591084,C1673666267,10353386.32,10302368.93,0
CASH_OUT,97736.93,C168041341,C154432870,149198.42,246935.36,0
PAYMENT,2585.12,C2137575318,M997207123,0.0,0.0,0
PAYMENT,5117.53,C433541062,M1335766523,0.0,0.0,0
PAYMENT,12481.28,C1814873626,M1948648510,0.0,0.0,0
CASH_OUT,340198.41,C1369188336,C1627551181,1614043.79,1954242.21,1
CASH_IN,250381.22,C2025228052,C229516362,778413.1,867322.21,0
TRANSFER,1254092.1,C159727303,C1989484801,0.0,0.0,1
CASH_OUT,2284476.12,C175222097,C335340729,6835.89,2291312.01,1
PAYMENT,6818.85,C463110158,M1553824309,0.0,0.0,0
CASH_OUT,167167.43,C1944794563,C815280712,1937165.59,2104333.02,0
PAYMENT,11501.32,C1558176789,M1561418384,0.0,0.0,0
PAYMENT,2785.15,C1728433258,M1194549588,0.0,0.0,0
TRANSFER,21511.22,C1582748935,C1311170446,0.0,0.0,1
TRANSFER,346795.44,C1744798972,C815065594,0.0,0.0,1
TRANSFER,777312.94,C684613992,C1289493889,334625.01,1734515.95,0
CASH_OUT,170262.04,C1777582236,C786068784,334516.58,504778.62,0
PAYMENT,22407.83,C870843855,M2011394186,0.0,0.0,0
CASH_IN,338852.53,C525115202,C370034120,3214357.02,2875504.5,0
TRANSFER,55828.87,C76954571,C1263626792,0.0,0.0,1
TRANSFER,1390821.65,C755292723,C1979322075,3392308.51,4783130.16,0
CASH_OUT,646948.81,C487523000,C1924338914,4459756.13,5106704.94,0
TRANSFER,7466.12,C186075022,C1001664465,0.0,0.0,1
CASH_OUT,256706.32,C1978159416,C1728108868,56267.11,312973.43,0
CASH_OUT,183306.21,C1642000949,C2070997054,0.0,183306.21,1
CASH_OUT,19527.35,C1108495258,C337759992,676072.2,695599.55,1
CASH_IN,27941.1,C556718867,C1031554283,3366101.78,3338160.68,0
TRANSFER,343999.8,C549010172,C1983458809,0.0,0.0,1
CASH_OUT,816452.19,C228196194,C253339392,1218091.0,2034543.19,1
PAYMENT,9592.73,C538048175,M1642485285,0.0,0.0,0
CASH_IN,25316.12,C284852851,C1057257311,0.0,0.0,0
CASH_OUT,299850.1,C2130137396,C1832528511,1262429.19,1562279.28,0
TRANSFER,10000000.0,C2046014385,C97016938,0.0,0.0,1
CASH_OUT,289905.91,C371666425,C906552740,336559.73,626465.64,0
TRANSFER,4582074.51,C1151172465,C2088124795,0.0,0.0,1
CASH_OUT,105465.79,C1564156066,C2103606779,716906.17,822371.96,0
CASH_OUT,523709.81,C1553694504,C1938044247,3541595.55,4065305.36,0
PAYMENT,7018.24,C105945875,M1046844934,0.0,0.0,0
CASH_IN,177387.62,C741412573,C1832780259,589159.39,411771.77,0
CASH_OUT,326250.51,C1592906945,C379003317,83999.86,410250.38,1
CASH_OUT,175597.64,C581522793,C1670620852,376762.66,552360.3,1
TRANSFER,157353.39,C893034321,C704220128,0.0,0.0,1
TRANSFER,74921.74,C1335541144,C887702391,0.0,0.0,1
PAYMENT,17256.26,C1899516932,M1272230955,0.0,0.0,0
CASH_OUT,3574316.05,C438537495,C2102646541,260882.71,3835198.77,1
PAYMENT,186.81,C1797431909,M903374518,0.0,0.0,0
PAYMENT,6986.57,C954071291,M2019479712,0.0,0.0,0
TRANSFER,7108914.22,C1494760088,C1835087777,0.0,0.0,1
CASH_OUT,690510.31,C1587643191,C1346914355,53206.61,743716.92,1
PAYMENT,20770.63,C683562389,M1954433671,0.0,0.0,0
TRANSFER,312151.06,C2064377910,C480066834,0.0,0.0,1
PAYMENT,9396.44,C253576742,M1735946599,0.0,0.0,0
TRANSFER,23610.85,C1438925911,C570315101,0.0,0.0,1
CASH_IN,146110.32,C60987039,C1148921067,2767389.78,2621279.46,0
CASH_OUT,318996.26,C314657834,C1084299598,7432228.29,7751224.56,0
PAYMENT,7669.87,C2050292322,M1326481623,0.0,0.0,0
CASH_IN,404174.34,C2106743563,C1261674323,811913.49,407739.15,0
TRANSFER,972142.03,C47484490,C698155401,0.0,0.0,1
PAYMENT,6957.91,C1475468283,M757041478,0.0,0.0,0
CASH_OUT,178574.72,C1087790520,C1439525912,0.0,178574.72,0
TRANSFER,1653144.1,C462652864,C725249814,0.0,0.0,1
TRANSFER,657566.02,C940216610,C300497555,937765.81,1595331.83,0
TRANSFER,295691.42,C295955273,C780958671,582256.36,877947.78,0
CASH_IN,236366.87,C1334377306,C750024173,0.0,0.0,0
TRANSFER,389214.05,C1298821369,C476199705,0.0,0.0,1
TRANSFER,188854.39,C796435829,C453493362,0.0,0.0,1
CASH_OUT,363192.97,C1882639812,C1975027285,23943.47,387136.44,0
CASH_OUT,3640271.29,C108318597,C1038092429,6525.95,3646797.25,1
TRANSFER,1319191.84,C1788234929,C715845105,175448.83,1494640.67,0
PAYMENT,7768.19,C75846770,M928426221,0.0,0.0,0
CASH_OUT,224378.1,C1234321469,C105660024,483419.25,707797.36,1
TRANSFER,4672401.04,C801580496,C1917884973,0.0,0.0,1
CASH_OUT,1136374.62,C110707602,C348031801,820273.26,1956647.88,1
CASH_OUT,287999.5,C542858576,C130685659,299686.93,587686.44,0
